지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),전운량(10분위),중하층운량(10분위),최저운고(100m )
108,서울,2020-01-03 04:00,-1.8,,2.2,270,81,4.3,-4.6,1017.1,1028.1,,,7,0,
108,서울,2020-01-03 05:00,-2,,1.5,290,81,4.3,-4.8,1017,1028,,,2,0,
108,서울,2020-01-03 06:00,-2.5,,2.4,290,85,4.3,-4.6,1017,1028,,,0,0,
108,서울,2020-01-03 07:00,-3,,1.4,290,86,4.2,-5,1016.9,1027.9,,,0,0,
108,서울,2020-01-03 08:00,-3.3,,1.7,270,86,4.1,-5.3,1017,1028,0,0,0,0,
108,서울,2020-01-03 09:00,-2.6,,2.2,290,74,3.7,-6.6,1017.3,1028.3,0.7,0.3,0,0,
108,서울,2020-01-03 10:00,-1,,2.2,320,60,3.4,-7.7,1018,1029,1,0.86,0,0,
108,서울,2020-01-03 11:00,0.1,,3.2,320,48,3,-9.6,1017.6,1028.5,1,1.32,0,0,
108,서울,2020-01-03 12:00,1.7,,2.4,320,42,2.9,-9.8,1017.3,1028.1,1,1.62,0,0,
108,서울,2020-01-03 13:00,2.9,,2,270,35,2.6,-11,1016.1,1026.9,1,1.69,0,0,
108,서울,2020-01-03 14:00,4,,3.1,270,30,2.4,-12,1015.3,1026,1,1.7,0,0,
108,서울,2020-01-03 15:00,4.1,,2.9,290,28,2.3,-12.8,1015.3,1026,1,1.36,0,0,
108,서울,2020-01-03 16:00,4.3,,2.1,340,30,2.5,-11.7,1015.6,1026.3,1,0.89,0,0,
108,서울,2020-01-03 17:00,3.3,,2.2,320,35,2.7,-10.7,1015.3,1026,1,0.35,0,0,
108,서울,2020-01-03 18:00,2.2,,1.3,320,38,2.7,-10.6,1015.6,1026.4,0.1,0.01,0,0,
108,서울,2020-01-03 19:00,1.3,,1.8,290,39,2.6,-11.1,1016.2,1027,,,,0,
108,서울,2020-01-03 20:00,0.6,,1.2,320,43,2.8,-10.5,1016.3,1027.2,,,0,0,
108,서울,2020-01-03 21:00,-0.5,,1.2,270,48,2.8,-10.1,1016.3,1027.2,,,0,0,
108,서울,2020-01-03 22:00,-0.8,,0.6,270,50,2.9,-9.9,1015.9,1026.8,,,0,0,
108,서울,2020-01-03 23:00,-1,,0.6,320,55,3.1,-8.9,1015.5,1026.4,,,0,0,
108,서울,2020-01-04 00:00,-1.5,,1.4,270,58,3.2,-8.7,1015.1,1026,,,0,0,
108,서울,2020-01-04 01:00,-1.6,,1,290,59,3.2,-8.5,1014.8,1025.7,,,0,0,
108,서울,2020-01-04 02:00,-1.9,,0.7,360,63,3.3,-8,1014.5,1025.5,,,0,0,
108,서울,2020-01-04 03:00,-2.1,,1.1,50,59,3.1,-9,1015,1026,,,0,0,
108,서울,2020-01-04 04:00,-2.3,,1.5,50,62,3.2,-8.6,1014.9,1025.9,,,0,0,
108,서울,2020-01-04 05:00,-2.7,,1.4,20,64,3.2,-8.5,1014.4,1025.4,,,4,4,10
108,서울,2020-01-04 06:00,-2.4,,1.3,50,64,3.3,-8.2,1014.4,1025.4,,,9,9,11
108,서울,2020-01-04 07:00,-1.8,,1.6,50,62,3.3,-8.1,1014.3,1025.3,,,8,8,11
108,서울,2020-01-04 08:00,-1.8,,1.1,70,63,3.4,-7.9,1014.5,1025.5,0,0,9,9,11
108,서울,2020-01-04 09:00,-1.5,,1.6,50,62,3.4,-7.8,1015.3,1026.2,0,0.11,8,8,11
108,서울,2020-01-04 10:00,0.1,,1.2,50,54,3.3,-8.1,1015.6,1026.5,0.8,0.61,7,7,9
108,서울,2020-01-04 11:00,2,,1.3,50,49,3.5,-7.6,1015.4,1026.2,1,1.16,0,0,
108,서울,2020-01-04 12:00,4.2,,2.8,340,51,4.2,-5,1014.8,1025.5,1,1.5,0,0,
108,서울,2020-01-04 13:00,5,,2.9,320,42,3.7,-6.8,1014.2,1024.9,1,1.68,0,0,
108,서울,2020-01-04 14:00,5.6,,4,340,40,3.6,-6.9,1014,1024.7,1,1.62,0,0,
108,서울,2020-01-04 15:00,6.1,,2.2,320,33,3.1,-9,1014.2,1024.8,1,1.35,0,0,
108,서울,2020-01-04 16:00,5.6,,3.4,340,34,3.1,-9,1014.5,1025.2,1,0.89,0,0,
108,서울,2020-01-04 17:00,4.7,,3.5,290,36,3.1,-9.1,1014.9,1025.6,1,0.35,0,0,
108,서울,2020-01-04 18:00,3.6,,1.5,270,41,3.2,-8.4,1015.5,1026.2,0.1,0.02,0,0,
108,서울,2020-01-04 19:00,2.7,,0.8,290,44,3.3,-8.3,1016,1026.8,,,0,0,
108,서울,2020-01-04 20:00,1.8,,0.5,20,45,3.1,-8.8,1016.5,1027.3,,,0,0,
108,서울,2020-01-04 21:00,1.6,,1.9,360,43,3,-9.6,1016.7,1027.5,,,0,0,
108,서울,2020-01-04 22:00,1.2,,3.3,290,45,3,-9.4,1017.2,1028.1,,,0,0,
108,서울,2020-01-04 23:00,0.7,,3.5,320,48,3.1,-9,1017.3,1028.2,,,0,0,
108,서울,2020-01-05 00:00,-0.3,,0.8,290,53,3.2,-8.7,1017.4,1028.3,,,0,0,
108,서울,2020-01-05 01:00,-1,,1.6,290,53,3,-9.3,1017.3,1028.2,,,0,0,
108,서울,2020-01-05 02:00,-1.5,,0.8,320,52,2.9,-10,1017.6,1028.6,,,0,0,
108,서울,2020-01-05 03:00,-1.7,,2,270,55,3,-9.5,1018.5,1029.5,,,0,0,
108,서울,2020-01-05 04:00,-2.1,,0.7,340,55,2.9,-9.9,1018.5,1029.5,,,0,0,
108,서울,2020-01-05 05:00,-2.4,,0.9,340,55,2.8,-10.2,1018.7,1029.7,,,0,0,
108,서울,2020-01-05 06:00,-2.6,,0,0,58,2.9,-9.7,1019.3,1030.3,,,0,0,
108,서울,2020-01-05 07:00,-3,,0.4,0,59,2.9,-9.9,1019.9,1031,,,0,0,
108,서울,2020-01-05 08:00,-3.1,,1,50,61,3,-9.5,1020.3,1031.4,0,0,0,0,
108,서울,2020-01-05 09:00,-2.7,,0.7,50,58,2.9,-9.8,1020.9,1032,0.9,0.28,0,0,
108,서울,2020-01-05 10:00,-0.6,,0.8,20,50,2.9,-9.7,1021.6,1032.6,1,0.87,0,0,
108,서울,2020-01-05 11:00,2.1,,0.7,110,42,3,-9.5,1021.2,1032.1,1,1.38,0,0,
108,서울,2020-01-05 12:00,4,,1.1,70,35,2.8,-10.1,1020.5,1031.3,1,1.66,1,0,
108,서울,2020-01-05 13:00,5.5,,0.8,110,33,3,-9.5,1019.5,1030.2,1,1.66,6,0,
108,서울,2020-01-05 14:00,6,,1.8,230,32,3,-9.4,1019.3,1030,1,1.47,8,0,
108,서울,2020-01-05 15:00,6.5,,0.9,230,30,2.9,-9.8,1019.2,1029.9,1,1,8,0,
108,서울,2020-01-05 16:00,5.9,,1.2,250,29,2.7,-10.8,1019.5,1030.2,0.2,0.56,8,0,
108,서울,2020-01-05 17:00,5,,1.1,230,30,2.6,-11.1,1020,1030.7,0,0.22,9,0,
108,서울,2020-01-05 18:00,4,,0.3,0,37,3,-9.4,1020.1,1030.9,0,0,9,0,
108,서울,2020-01-05 19:00,3.3,,1.2,320,40,3.1,-9,1019.9,1030.7,,,10,9,70
108,서울,2020-01-05 20:00,2.9,,1,50,42,3.2,-8.7,1019.8,1030.6,,,10,9,68
108,서울,2020-01-05 21:00,2,,1.8,50,46,3.2,-8.4,1019.5,1030.3,,,5,0,
108,서울,2020-01-05 22:00,1.3,,1.3,50,44,3,-9.6,1020,1030.9,,,6,4,63
108,서울,2020-01-05 23:00,0.7,,2.2,70,47,3,-9.3,1019.6,1030.5,,,7,7,62
108,서울,2020-01-06 00:00,0.8,,1.3,70,46,3,-9.5,1019.3,1030.2,,,8,0,
108,서울,2020-01-06 01:00,0.7,,2.3,70,50,3.2,-8.5,1018.7,1029.6,,,10,9,61
108,서울,2020-01-06 02:00,1.2,,3.4,70,44,2.9,-9.7,1018.6,1029.5,,,9,9,53
108,서울,2020-01-06 03:00,1.1,,2.7,90,43,2.8,-10.1,1018.8,1029.7,,,8,5,39
108,서울,2020-01-06 04:00,1.5,,1.8,90,41,2.8,-10.3,1018.2,1029.1,,,9,6,39
108,서울,2020-01-06 05:00,1.7,,1.7,90,40,2.8,-10.4,1018,1028.8,,,9,5,40
108,서울,2020-01-06 06:00,2,,2.1,90,40,2.8,-10.2,1017.8,1028.6,,,10,10,33
108,서울,2020-01-06 07:00,2.1,,1.6,70,42,3,-9.5,1017.9,1028.7,,,10,10,32
108,서울,2020-01-06 08:00,2.2,,1.3,70,43,3.1,-9.1,1018.1,1028.9,0,0,10,10,25
108,서울,2020-01-06 09:00,2.5,,0.7,90,42,3.1,-9.1,1018.7,1029.5,0,0.04,10,5,17
108,서울,2020-01-06 10:00,3,,2,70,44,3.3,-8,1017.8,1028.6,0,0.11,10,8,11
108,서울,2020-01-06 11:00,3.5,,3.4,70,45,3.5,-7.3,1017.7,1028.5,0,0.29,10,8,11
108,서울,2020-01-06 12:00,4.5,0,3.5,70,51,4.3,-4.7,1017,1027.7,0,0.64,10,9,11
108,서울,2020-01-06 13:00,4,,3.6,70,58,4.7,-3.5,1015.8,1026.5,0,0.3,10,8,12
108,서울,2020-01-06 14:00,3.9,,4.9,70,65,5.3,-2,1014.8,1025.5,0,0.28,10,9,11
108,서울,2020-01-06 15:00,3.7,0.1,4.5,70,70,5.6,-1.2,1014.2,1024.9,0,0.26,10,8,15
108,서울,2020-01-06 16:00,3.3,,3.9,70,79,6.1,0,1014,1024.7,0,0.1,10,9,9
108,서울,2020-01-06 17:00,3,,3.5,70,83,6.2,0.3,1013.8,1024.5,0,0.01,10,9,9
108,서울,2020-01-06 18:00,2.8,0.6,4.5,70,89,6.6,1.1,1013.4,1024.1,0,0,10,6,8
108,서울,2020-01-06 19:00,3.1,,4.7,70,92,7,1.9,1012.9,1023.6,,,10,8,4
108,서울,2020-01-06 20:00,3.4,,4.8,70,92,7.2,2.2,1012.7,1023.4,,,10,7,7
108,서울,2020-01-06 21:00,3.6,0.5,4.5,70,93,7.3,2.5,1012.2,1022.9,,,10,8,6
108,서울,2020-01-06 22:00,3.8,,4.3,70,94,7.5,2.9,1011.5,1022.2,,,10,7,6
108,서울,2020-01-06 23:00,4,,3.4,70,94,7.6,3.1,1011.1,1021.8,,,10,8,7
108,서울,2020-01-07 00:00,4.2,0.6,4.4,70,95,7.8,3.4,1009.9,1020.5,,,10,9,
108,서울,2020-01-07 01:00,4.3,,4.5,70,95,7.8,3.5,1009.2,1019.8,,,10,7,7
108,서울,2020-01-07 02:00,4.4,,5.1,70,95,7.9,3.6,1008.3,1018.9,,,10,8,8
108,서울,2020-01-07 03:00,4.6,2.1,4.5,70,95,8,3.8,1007.3,1017.9,,,10,7,7
108,서울,2020-01-07 04:00,5.1,,2.9,70,95,8.3,4.3,1007,1017.6,,,10,9,6
108,서울,2020-01-07 05:00,5.3,,3.1,90,95,8.4,4.5,1006.3,1016.9,,,10,9,6
108,서울,2020-01-07 06:00,5.5,7.4,3.3,70,95,8.5,4.7,1006,1016.6,,,10,8,7
108,서울,2020-01-07 07:00,5.6,,3.4,90,95,8.6,4.8,1005.9,1016.5,,,10,6,7
108,서울,2020-01-07 08:00,5.6,,3.8,70,95,8.6,4.8,1005.9,1016.5,0,0,10,7,7
108,서울,2020-01-07 09:00,5.8,6.5,3.6,90,94,8.7,4.9,1005.9,1016.5,0,0.01,10,6,7
108,서울,2020-01-07 10:00,6,,4,70,94,8.8,5.1,1005.3,1015.8,0,0.06,10,7,7
108,서울,2020-01-07 11:00,6.3,,4.1,70,93,8.8,5.2,1004.3,1014.8,0,0.15,10,7,9
108,서울,2020-01-07 12:00,6.4,2.4,4.3,70,94,9,5.4,1002.8,1013.3,0,0.17,10,8,7
108,서울,2020-01-07 13:00,6.6,,2.9,70,95,9.2,5.8,1001.7,1012.2,0,0.12,10,8,4
108,서울,2020-01-07 14:00,6.7,,3.6,70,95,9.3,5.9,999.8,1010.2,0,0.11,10,8,5
108,서울,2020-01-07 15:00,6.5,4.6,4,70,95,9.2,5.7,999,1009.4,0,0.08,10,8,6
108,서울,2020-01-07 16:00,6.7,,4.8,70,96,9.4,6.1,997.6,1008,0,0.04,10,8,5
108,서울,2020-01-07 17:00,6.8,,5,70,96,9.5,6.2,996.6,1007,0,0.01,10,8,4
108,서울,2020-01-07 18:00,7,7.2,5.3,70,96,9.6,6.4,995.1,1005.5,0,0,10,8,6
108,서울,2020-01-07 19:00,7.1,,5.6,70,95,9.5,6.3,993.6,1004,,,10,8,5
108,서울,2020-01-07 20:00,7,,5.3,70,95,9.5,6.2,991.7,1002,,,10,9,6
108,서울,2020-01-07 21:00,7.2,9,4.8,70,95,9.6,6.4,990.6,1000.9,,,10,8,7
108,서울,2020-01-07 22:00,7.3,,3.9,90,96,9.7,6.6,989.9,1000.2,,,10,9,4
108,서울,2020-01-07 23:00,7.5,,4.2,70,95,9.8,6.7,988.7,999,,,10,9,3
108,서울,2020-01-08 00:00,7.7,7.1,0.7,90,96,10,7,987.5,997.8,,,10,8,
108,서울,2020-01-08 01:00,8.7,,5,230,96,10.7,8,987.5,997.7,,,10,9,2
108,서울,2020-01-08 02:00,6.5,,5.8,230,95,9.2,5.7,988.4,998.7,,,10,9,2
108,서울,2020-01-08 03:00,5,6.2,5.3,250,95,8.2,4.2,989.9,1000.3,,,10,8,2
108,서울,2020-01-08 04:00,3.1,,3.8,250,95,7.2,2.3,991.7,1002.2,,,10,9,3
108,서울,2020-01-08 05:00,2.4,,4.8,270,95,6.9,1.6,993.5,1004.1,,,10,9,2
108,서울,2020-01-08 06:00,1.8,4,6,270,95,6.6,1,995.6,1006.2,,,10,8,2
108,서울,2020-01-08 07:00,1.5,,3.2,290,95,6.4,0.7,997,1007.6,,,10,9,3
108,서울,2020-01-08 08:00,1.6,,2.5,290,95,6.5,0.8,999.2,1009.9,0,0,10,9,3
108,서울,2020-01-08 09:00,2.2,1.4,1.8,290,95,6.8,1.4,1001.3,1011.9,0,0.06,10,9,5
108,서울,2020-01-08 10:00,2.7,,2.8,290,94,7,1.8,1003.1,1013.7,0,0.17,10,9,5
108,서울,2020-01-08 11:00,3.1,,2.5,270,91,6.9,1.7,1004,1014.6,0,0.23,10,8,5
108,서울,2020-01-08 12:00,3.2,0,3.3,270,87,6.7,1.2,1004.8,1015.4,0,0.28,10,8,5
108,서울,2020-01-08 13:00,3.4,,2.7,290,85,6.6,1.1,1005.5,1016.1,0,0.3,10,8,5
108,서울,2020-01-08 14:00,3.6,,2.2,270,83,6.5,0.9,1005.7,1016.3,0,0.3,10,8,5
108,서울,2020-01-08 15:00,3.9,,1.9,270,80,6.4,0.7,1005.8,1016.4,0,0.31,10,8,5
108,서울,2020-01-08 16:00,3.9,,1.8,270,80,6.4,0.7,1006.5,1017.1,0,0.15,10,8,5
108,서울,2020-01-08 17:00,3.9,,2.2,290,81,6.5,0.9,1007.5,1018.1,0,0.04,9,9,5
108,서울,2020-01-08 18:00,3.4,,3.7,270,83,6.4,0.7,1008.2,1018.9,0,0,9,9,5
108,서울,2020-01-08 19:00,2.3,,4,270,83,6,-0.2,1009,1019.7,,,10,9,3
108,서울,2020-01-08 20:00,1.5,,3.3,270,83,5.7,-1,1010.1,1020.9,,,9,9,3
108,서울,2020-01-08 21:00,0.2,,4.9,270,81,5,-2.6,1011.2,1022,,,9,9,4
108,서울,2020-01-08 22:00,0,,3,270,82,5,-2.7,1011.7,1022.6,,,7,7,3
108,서울,2020-01-08 23:00,-0.3,,3.1,290,75,4.5,-4.2,1011.9,1022.8,,,9,9,5
108,서울,2020-01-09 00:00,-0.4,,3.9,270,73,4.3,-4.6,1012.3,1023.2,,,9,9,
108,서울,2020-01-09 01:00,-0.5,,2.1,290,70,4.1,-5.3,1012.3,1023.2,,,8,8,7
108,서울,2020-01-09 02:00,-0.5,,1,270,70,4.1,-5.3,1012.3,1023.2,,,4,4,6
108,서울,2020-01-09 03:00,-0.6,,2.2,270,70,4.1,-5.4,1012.5,1023.4,,,9,9,6
108,서울,2020-01-09 04:00,-0.8,,1.4,290,73,4.2,-5,1012.4,1023.3,,,8,8,6
108,서울,2020-01-09 05:00,-0.9,,2.4,320,72,4.1,-5.3,1012.4,1023.3,,,7,7,5
108,서울,2020-01-09 06:00,-1.8,,1.4,320,70,3.8,-6.5,1012.7,1023.6,,,2,2,5
108,서울,2020-01-09 07:00,-2.3,,1.2,320,74,3.8,-6.3,1013.3,1024.3,,,2,2,10
108,서울,2020-01-09 08:00,-2.8,,2.5,290,75,3.7,-6.6,1013.3,1024.3,0,0,1,1,10
108,서울,2020-01-09 09:00,-2.7,,1.9,290,73,3.7,-6.8,1013.5,1024.5,0.6,0.19,2,2,12
108,서울,2020-01-09 10:00,-2.1,,2.5,320,68,3.6,-7.2,1014.4,1025.4,1,0.52,4,4,12
108,서울,2020-01-09 11:00,-1.6,,3.3,290,63,3.4,-7.7,1014.4,1025.3,1,0.91,4,4,12
108,서울,2020-01-09 12:00,-0.7,,3.3,320,57,3.3,-8.1,1013.5,1024.4,1,1.54,0,0,
108,서울,2020-01-09 13:00,0.1,,3.6,320,51,3.1,-8.8,1012.7,1023.6,1,1.75,0,0,
108,서울,2020-01-09 14:00,1.1,,3.3,290,51,3.4,-7.9,1012.1,1022.9,1,1.66,0,0,
108,서울,2020-01-09 15:00,1.7,,2.6,290,49,3.4,-7.8,1012.2,1023,1,1.33,0,0,
108,서울,2020-01-09 16:00,1.6,,2.2,320,49,3.4,-7.9,1012.5,1023.3,1,0.88,0,0,
108,서울,2020-01-09 17:00,0.6,,3.1,290,55,3.5,-7.4,1012.9,1023.7,1,0.35,0,0,
108,서울,2020-01-09 18:00,-0.4,,2.6,290,60,3.6,-7.2,1013.3,1024.2,0.1,0.01,0,0,
108,서울,2020-01-09 19:00,-0.8,,3.4,270,61,3.5,-7.3,1013.9,1024.8,,,0,0,
108,서울,2020-01-09 20:00,-1.2,,2.4,270,62,3.5,-7.5,1014.1,1025,,,0,0,
108,서울,2020-01-09 21:00,-1.7,,0.5,320,67,3.6,-7,1014.5,1025.5,,,0,0,
108,서울,2020-01-09 22:00,-2.3,,0.6,340,67,3.5,-7.6,1014.7,1025.7,,,0,0,
108,서울,2020-01-09 23:00,-2.6,,0.6,320,72,3.6,-6.9,1014.8,1025.8,,,0,0,
108,서울,2020-01-10 00:00,-3.1,,1.1,270,76,3.7,-6.7,1014.6,1025.6,,,0,0,
108,서울,2020-01-10 01:00,-3.2,,0.6,320,78,3.8,-6.4,1014.5,1025.5,,,2,0,
108,서울,2020-01-10 02:00,-3.6,,0.9,70,77,3.6,-7,1014.7,1025.7,,,4,0,
108,서울,2020-01-10 03:00,-3.5,,0.6,20,78,3.7,-6.7,1015,1026,,,4,0,
108,서울,2020-01-10 04:00,-3.9,,1.1,50,83,3.8,-6.3,1014.6,1025.6,,,4,0,
108,서울,2020-01-10 05:00,-4.3,,2.1,90,77,3.4,-7.7,1014.1,1025.2,,,4,0,
108,서울,2020-01-10 06:00,-4.3,,1.4,50,80,3.6,-7.2,1013.7,1024.8,,,7,0,
108,서울,2020-01-10 07:00,-4.1,,0,0,77,3.5,-7.5,1014.3,1025.4,,,7,0,
108,서울,2020-01-10 08:00,-3.8,,1.3,20,79,3.6,-6.9,1014.2,1025.2,0,0,8,0,
108,서울,2020-01-10 09:00,-3,,0,0,74,3.6,-6.9,1014.8,1025.8,0,0.17,7,0,
108,서울,2020-01-10 10:00,-1.8,,0.9,270,68,3.6,-6.9,1015.2,1026.2,0.4,0.57,6,0,
108,서울,2020-01-10 11:00,0.1,,1.5,270,62,3.8,-6.3,1014.8,1025.7,1,1.11,4,0,
108,서울,2020-01-10 12:00,1.8,,0.8,200,55,3.8,-6.2,1013.2,1024,1,1.49,0,0,
108,서울,2020-01-10 13:00,2,,3.2,320,53,3.8,-6.5,1012.6,1023.4,1,1.64,0,0,
108,서울,2020-01-10 14:00,3,,2.2,290,44,3.3,-8,1011.6,1022.3,1,1.66,0,0,
108,서울,2020-01-10 15:00,3.8,,2.9,270,43,3.5,-7.6,1011.7,1022.4,1,1.38,0,0,
108,서울,2020-01-10 16:00,3.7,,2.2,320,41,3.3,-8.3,1011.5,1022.2,1,0.94,0,0,
108,서울,2020-01-10 17:00,2.7,,2.8,290,40,3,-9.5,1011.9,1022.6,1,0.41,0,0,
108,서울,2020-01-10 18:00,1.8,,2.6,290,45,3.1,-8.8,1012.2,1023,0.1,0.02,2,0,
108,서울,2020-01-10 19:00,1,,2.8,290,59,3.9,-6.1,1012.1,1022.9,,,6,0,
108,서울,2020-01-10 20:00,0.5,,1.6,290,63,4,-5.7,1011.8,1022.6,,,0,0,
108,서울,2020-01-10 21:00,-0.2,,1.4,320,62,3.7,-6.6,1011.7,1022.6,,,0,0,
108,서울,2020-01-10 22:00,-0.3,,2.2,290,62,3.7,-6.7,1012,1022.9,,,0,0,
108,서울,2020-01-10 23:00,-0.9,,1.4,270,61,3.5,-7.4,1011.8,1022.7,,,6,0,
108,서울,2020-01-11 00:00,-1.1,,1.5,270,66,3.7,-6.6,1011.4,1022.3,,,5,0,
108,서울,2020-01-11 01:00,-1.5,,0.6,270,68,3.7,-6.6,1011.3,1022.2,,,7,0,
108,서울,2020-01-11 02:00,-1.7,,0.7,290,75,4.1,-5.5,1011.1,1022,,,1,0,
108,서울,2020-01-11 03:00,-1.8,,1.1,50,71,3.8,-6.3,1011,1021.9,,,0,0,
108,서울,2020-01-11 04:00,-2.2,,1.4,20,75,3.9,-6,1010.5,1021.4,,,0,0,
